project,amt_2024_actual,amt_2025_final,amt_2025_perf,amt_2026_approved,amt_2026_tag_nutrition,amt_2026_tag_climate,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
"PURCHASE OF 8 QUILINK SECURITY MOTORCYCLES @N2,053,800.41",0.0,18921234.09,0.0,16430400.0,0.0,0.0,501,0.77124,0.78922,011101700600,Ogun State Community Social Orientation and Safety Corps (SO-SAFE CORPS),32010407,MOTOR CYCLES,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226001000,Emergency Response and Relief Services
"PURCHASE OF 4 HP ELITEBOOK - 830 G7 TOUCHSCREEN INTEL CORE I 7 @ N852,000 EACHAND 1 HPELITEBOOK 840 -GS TOUCHSCREEN - CORE 17 16GB RAM @ N912,000",0.0,7084562.5,999000.0,4320000.0,0.0,0.0,501,0.78023,0.7982,011101700600,Ogun State Community Social Orientation and Safety Corps (SO-SAFE CORPS),32010501,COMPUTERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226001100,Emergency Response and Relief Services
"PURCHASE OF 1 HP COLOR LASER JET @N612,000 AND 3 HP LASERJET PRINTER 141a@N336,000",0.0,1829280.0,0.0,1620000.0,0.0,0.0,501,0.7884,0.80637,011101700600,Ogun State Community Social Orientation and Safety Corps (SO-SAFE CORPS),32010502,PRINTERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226001200,Emergency Response and Relief Services
"PURCHASE OF 1 SHARP AR - 7024 DIGITAL MULTIFUNCTIONAL SYSTEM@N1,269,600",1000000.0,2995520.0,0.0,2539200.0,0.0,0.0,501,0.79739,0.81536,011101700600,Ogun State Community Social Orientation and Safety Corps (SO-SAFE CORPS),32010505,PHOTOCOPIERS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226001300,Emergency Response and Relief Services
"PURCHASE OF 1 ESPON CO W01 3000 LUMENS WXGA 3LCD @N980,000.00 AND1 120 BY 120 HD ELECTRIC MOTORISED PROJECTOR SCREEN WITH REMOTE CONTROL @N240,000",0.0,1743913.6,0.0,1140000.0,0.0,0.0,501,0.80637,0.82435,011101700600,Ogun State Community Social Orientation and Safety Corps (SO-SAFE CORPS),32010508,PROJECTORS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226001400,Emergency Response and Relief Services
"PURCHASE OF 1 LG 34wp60c-b 34'' 21:9 Curved Ultrawide™ Qhd 1440p Monitor@N756,000",0.0,615420.0,0.0,756000.0,0.0,0.0,501,0.81454,0.83252,011101700600,Ogun State Community Social Orientation and Safety Corps (SO-SAFE CORPS),32010551,U.P.S,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226001500,Emergency Response and Relief Services
"PURCHASE OF 5 EXECUTIVE CHAIR BLACK @ N333,600,20 EXECUTIVE OFFICE CHAIR @ N209,880 &8 LEATHER OFFICE CHAIR@ N215,400",1568456.0,7888400.0,500000.0,7588800.0,0.0,0.0,501,0.82353,0.8415,011101700600,Ogun State Community Social Orientation and Safety Corps (SO-SAFE CORPS),32010601,CHAIRS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226001600,Emergency Response and Relief Services
"PURCHASE OF 10 1-4-metre-office-table-with-extension@N480,480 PER ONE AND 10 MODERN OFFICE DESK @N275,760",249400.0,6722160.0,0.0,7562400.0,0.0,0.0,501,0.8317,0.84967,011101700600,Ogun State Community Social Orientation and Safety Corps (SO-SAFE CORPS),32010602,TABLES,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226001700,Emergency Response and Relief Services
"PURCHASE OF 5 File Cabinet 4 Drawers With Inner Safe Locker@N419,400 AND 2 FIREPROOF SAFES ESD101 @N645,000",498465.0,1420800.0,750000.0,3387000.0,0.0,0.0,501,0.84069,0.85866,011101700600,Ogun State Community Social Orientation and Safety Corps (SO-SAFE CORPS),32010603,SAFES/ FILE CABINETS/ CUPBOARDS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226001800,Emergency Response and Relief Services
"PURCHASE OF 8 Hisense 32"" A4k Series High Definition Smart Tv - New Model@N339,600 AND 2 PURCHASE OF 8 Hisense 40"" A4k Series High Definition Smart Tv - New Model@N477,600",1014595.0,4640898.11,250000.0,3672000.0,0.0,0.0,501,0.84886,0.86683,011101700600,Ogun State Community Social Orientation and Safety Corps (SO-SAFE CORPS),32010604,TELEVISION SETS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226001900,Emergency Response and Relief Services
PURCHASE OF 7 Hisense 1.5HP Inverter Split Unit Air Conditioner (AS12DK1) with 1 Year warranty@ N508902 PER ONE,2330070.0,3061113.6,974000.0,5089020.0,0.0,0.0,501,0.85784,0.87582,011101700600,Ogun State Community Social Orientation and Safety Corps (SO-SAFE CORPS),32010606,AIR CONDITIONER,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226002000,Emergency Response and Relief Services
"PURCHASE OF10 RECHARGEABLE FAN WITH REMOTE CONTROL 18""|DURAVOLT@N115,200,20 ORL 60CEILING FAN @N57,600,4 SCANFROST INDUSTRIAL FAN 24 INCH FAN @N212,520 AND10QASA STANDING FAN @N66,000",175500.0,2793648.0,749700.0,3756480.0,0.0,0.0,501,0.86601,0.88399,011101700600,Ogun State Community Social Orientation and Safety Corps (SO-SAFE CORPS),32010609,CEILING /STANDING/ RECHARGEABLE FANS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226002100,Emergency Response and Relief Services
"PURCHASE OF 7 HISENSE DOUBLE DOOR REFIRGERATORS, 204L RED WITH DISPENSER – @N508,902",250000.0,3536608.0,0.0,3964704.0,0.0,0.0,501,0.875,0.89297,011101700600,Ogun State Community Social Orientation and Safety Corps (SO-SAFE CORPS),32010610,REFRIDGERATORS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226002200,Emergency Response and Relief Services
MONITORING AND EVALUATION OF DEVELOPMENTAL CAPITAL PROJECTS,0.0,34933.13,0.0,57789.13,0.0,0.0,501,0.88399,0.90196,011101700600,Ogun State Community Social Orientation and Safety Corps (SO-SAFE CORPS),32030152,MONITORING AND EVALUATION OF CAPITAL PROJECTS,70361,PUBLIC ORDER AND SAFETY N.E.C.,62742100,State wide,23070226002300,Emergency Response and Relief Services
PROCUREMENT OF (20) NOS OF SPEED LIMIT GADGET,0.0,87373623.3,0.0,5705000.0,0.0,0.0,502,0.10703,0.125,011101700700,Ogun State Road Safety Advisory Council (Bureau of Cabinet and Special Services),32010555,OTHER EQUIPMENTS,70451,ROAD TRANSPORT,62742100,State wide,13100126091200,Reform of Government and Governance - General
PROCUREMENT OF (20) NOS OF TRAFFIC CONES,0.0,0.0,0.0,2738400.0,0.0,0.0,502,0.11601,0.13399,011101700700,Ogun State Road Safety Advisory Council (Bureau of Cabinet and Special Services),32010555,OTHER EQUIPMENTS,70451,ROAD TRANSPORT,62742100,State wide,13100126091300,Reform of Government and Governance - General
PROCUREMENT OF (100) NOS OF TAPES FOR SCENE DEMACATION,0.0,0.0,0.0,1711500.0,0.0,0.0,502,0.12418,0.14216,011101700700,Ogun State Road Safety Advisory Council (Bureau of Cabinet and Special Services),32010555,OTHER EQUIPMENTS,70451,ROAD TRANSPORT,62742100,State wide,13100126091400,Reform of Government and Governance - General
PROCUREMENT OF (10) NOS OF ROAD BOOT CAMP,0.0,0.0,0.0,6275500.0,0.0,0.0,502,0.13317,0.15114,011101700700,Ogun State Road Safety Advisory Council (Bureau of Cabinet and Special Services),32010555,OTHER EQUIPMENTS,70451,ROAD TRANSPORT,62742100,State wide,13100126091500,Reform of Government and Governance - General
PROCUREMENT OF (20) NOS OF HELMET AND BULLET PROOF GADGET,0.0,0.0,0.0,3993500.0,0.0,0.0,502,0.14134,0.15931,011101700700,Ogun State Road Safety Advisory Council (Bureau of Cabinet and Special Services),32010555,OTHER EQUIPMENTS,70451,ROAD TRANSPORT,62742100,State wide,13100126091600,Reform of Government and Governance - General
PROCUREMENT OF (40) NOS OF BOOTS,0.0,0.0,0.0,1369200.0,0.0,0.0,502,0.15033,0.1683,011101700700,Ogun State Road Safety Advisory Council (Bureau of Cabinet and Special Services),32010555,OTHER EQUIPMENTS,70451,ROAD TRANSPORT,62742100,State wide,13100126091700,Reform of Government and Governance - General
PROCUREMENT OF (50) NOS OF RAIN COAT,0.0,0.0,0.0,1141000.0,0.0,0.0,502,0.15931,0.17729,011101700700,Ogun State Road Safety Advisory Council (Bureau of Cabinet and Special Services),32010555,OTHER EQUIPMENTS,70451,ROAD TRANSPORT,62742100,State wide,13100126091800,Reform of Government and Governance - General
PROCUREMENT OF (105) NOS OF GLOVES,0.0,0.0,0.0,599025.0,0.0,0.0,502,0.16748,0.18546,011101700700,Ogun State Road Safety Advisory Council (Bureau of Cabinet and Special Services),32010555,OTHER EQUIPMENTS,70451,ROAD TRANSPORT,62742100,State wide,13100126091900,Reform of Government and Governance - General
PROCUREMENT OF (200) NOS OF NEEL AND ELBOW CAP,0.0,0.0,0.0,2282000.0,0.0,0.0,502,0.17647,0.19444,011101700700,Ogun State Road Safety Advisory Council (Bureau of Cabinet and Special Services),32010555,OTHER EQUIPMENTS,70451,ROAD TRANSPORT,62742100,State wide,13100126092000,Reform of Government and Governance - General
PROCUREMENT OF (20) NOS OF MEDICAL EQUIPMENTS I.E. OXYGEN,0.0,53631880.5,0.0,18256000.0,0.0,0.0,502,0.18464,0.20261,011101700700,Ogun State Road Safety Advisory Council (Bureau of Cabinet and Special Services),32010904,LABORATORY/MEDICAL EQUIPMENTS,70451,ROAD TRANSPORT,62742100,State wide,13100126092100,Reform of Government and Governance - General
PROCUREMENT OF (102) NOS OF FIRE PREVENTION AND CONTROL,0.0,28972080.0,0.0,14924280.0,0.0,0.0,502,0.19363,0.2116,011101700700,Ogun State Road Safety Advisory Council (Bureau of Cabinet and Special Services),32010937,FIRE FIGHTING/SAFETY EQUIPMENTS,70451,ROAD TRANSPORT,62742100,State wide,13100126092200,Reform of Government and Governance - General
RENOVATION OF OFFICE BUILDING,0.0,20207391.2,0.0,32306272.13,0.0,0.0,502,0.23693,0.2549,011100200100,Ogun State Boundary Commission,32010101,LAND & BUILDINGS - ADMINISTRATIVE,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126124600,Reform of Government and Governance - General
Purchase of one (1)15kva Maxmech Generator,0.0,0.0,0.0,1068000.0,0.0,0.0,502,0.2451,0.26307,011100200100,Ogun State Boundary Commission,32010305,POWER GENERATING SETS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126124700,Reform of Government and Governance - General
Purchase of one (1)JAC JS4 2025 Black/SUV,0.0,49312500.0,0.0,79830000.0,0.0,0.0,502,0.25408,0.27206,011100200100,Ogun State Boundary Commission,32010405,MOTOR VEHICLES,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126124800,Reform of Government and Governance - General
"Purchase of two (2)HP elitebook-840-g5, Intel-core-i7-32gb-ram1tb-ssdbacklitfp-reader-win",0.0,3788515.0,0.0,3528000.0,0.0,0.0,502,0.26225,0.28023,011100200100,Ogun State Boundary Commission,32010501,COMPUTERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126124900,Reform of Government and Governance - General
Purchase of two (2)HP Color Laserjet Pro Mfp 3303sdw Printer - 499m6a,0.0,521433.6,0.0,900000.0,0.0,0.0,502,0.27124,0.28922,011100200100,Ogun State Boundary Commission,32010502,PRINTERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126125000,Reform of Government and Governance - General
Purchase of two (2)HP Color Laserjet 150a Single Printer,0.0,0.0,0.0,552000.0,0.0,0.0,502,0.27941,0.29739,011100200100,Ogun State Boundary Commission,32010502,PRINTERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126125100,Reform of Government and Governance - General
Purchase of two (2)Canon Scanner Lid 300,0.0,0.0,0.0,780000.0,0.0,0.0,502,0.2884,0.30637,011100200100,Ogun State Boundary Commission,32010503,SCANNERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126125200,Reform of Government and Governance - General
Purchase of two (2)Sharp BP-20M22 MULTIFUNCTIONAL PRINTER COPIER,0.0,667184.0,0.0,2400000.0,0.0,0.0,502,0.29657,0.31454,011100200100,Ogun State Boundary Commission,32010505,PHOTOCOPIERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126125300,Reform of Government and Governance - General
Purchase of two (2)Sharp Digital Copier AR 6020,0.0,0.0,0.0,676200.0,0.0,0.0,502,0.30556,0.32353,011100200100,Ogun State Boundary Commission,32010505,PHOTOCOPIERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126125400,Reform of Government and Governance - General
Purchase of two (2)Acer S1386whn 3600 lumens,0.0,1164996.8,0.0,1506000.0,0.0,0.0,502,0.31454,0.33252,011100200100,Ogun State Boundary Commission,32010508,PROJECTORS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126125500,Reform of Government and Governance - General
FIFTEEN (15) GPRS MACHINE,0.0,34997500.0,0.0,15187500.0,0.0,0.0,502,0.32271,0.34069,011100200100,Ogun State Boundary Commission,32010555,OTHER EQUIPMENTS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126125600,Reform of Government and Governance - General
FIVE (5) DJI MAVIC AIR 2S DRONE CAMERA,0.0,0.0,0.0,12265750.0,0.0,0.0,502,0.3317,0.34967,011100200100,Ogun State Boundary Commission,32010555,OTHER EQUIPMENTS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126125700,Reform of Government and Governance - General
FOUR (4) COMBUSTIBLE GAS DETECTOR,0.0,0.0,0.0,18000000.0,0.0,0.0,502,0.33987,0.35784,011100200100,Ogun State Boundary Commission,32010555,OTHER EQUIPMENTS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126125800,Reform of Government and Governance - General
FIFTY (50) LEVEL III BULLETPROOF VEST,0.0,0.0,0.0,8510000.0,0.0,0.0,502,0.34886,0.36683,011100200100,Ogun State Boundary Commission,32010555,OTHER EQUIPMENTS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126125900,Reform of Government and Governance - General
TEN (10) COMBUSTIBLE GAS DETECTOR,0.0,0.0,0.0,4310000.0,0.0,0.0,502,0.35703,0.375,011100200100,Ogun State Boundary Commission,32010555,OTHER EQUIPMENTS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126126000,Reform of Government and Governance - General
Purchase of two (2)Executive Office Chair - Black.,0.0,1140902.4,0.0,1049400.0,0.0,0.0,502,0.36601,0.38399,011100200100,Ogun State Boundary Commission,32010601,CHAIRS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126126100,Reform of Government and Governance - General
Purchase of two (2)Office Chair - Black,0.0,0.0,0.0,819000.0,0.0,0.0,502,0.375,0.39297,011100200100,Ogun State Boundary Commission,32010601,CHAIRS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126126200,Reform of Government and Governance - General
Purchase of four (4)Executive-office-table,0.0,1972544.0,0.0,1954285.7,0.0,0.0,502,0.38317,0.40114,011100200100,Ogun State Boundary Commission,32010602,TABLES,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126126300,Reform of Government and Governance - General
Purchase of three (3) Doors Steel Storage Cabinet,0.0,1522187.28,0.0,2228571.43,0.0,0.0,502,0.39216,0.41013,011100200100,Ogun State Boundary Commission,32010603,SAFES/ FILE CABINETS/ CUPBOARDS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126126400,Reform of Government and Governance - General
"Purchase of two (2)LG 86"" uhd, Ai Thinq, 4k smart TV, Av, 3 Hdmi, 2 Usb,dtv,magic Remote",0.0,0.0,0.0,2921467.2,0.0,0.0,502,0.40033,0.4183,011100200100,Ogun State Boundary Commission,32010604,TELEVISION SETS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126126500,Reform of Government and Governance - General
Purchase of four (4)Hisense Floor Standing Energy Saving Air Conditioner (5.0hp),0.0,1873680.0,0.0,3998400.0,0.0,0.0,502,0.40931,0.42729,011100200100,Ogun State Boundary Commission,32010606,AIR CONDITIONER,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126126600,Reform of Government and Governance - General
Purchase of two (2)BINATONE HEAVY DUTY FAN HDF-2021,0.0,1770080.0,0.0,683940.0,0.0,0.0,502,0.41748,0.43546,011100200100,Ogun State Boundary Commission,32010609,CEILING /STANDING/ RECHARGEABLE FANS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126126700,Reform of Government and Governance - General
"Purchase of two (2)DuraVolt 16"" Rechargeable Fan With Remote",0.0,10103.7,0.0,432000.0,0.0,0.0,502,0.42647,0.44444,011100200100,Ogun State Boundary Commission,32010609,CEILING /STANDING/ RECHARGEABLE FANS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126126800,Reform of Government and Governance - General
COST OF MONITORING AND EVALUATION OF CAPITAL PROJECTS,0.0,0.0,0.0,543477.13,0.0,0.0,502,0.43464,0.45261,011100200100,Ogun State Boundary Commission,32030152,MONITORING AND EVALUATION OF CAPITAL PROJECTS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126126900,Reform of Government and Governance - General
RENOVATION OF OFFICE PRELIMINARIES,0.0,69519891.2,0.0,16306272.13,0.0,0.0,502,0.47794,0.49592,011100300100,Ogun State Boundary Committee,32010101,LAND & BUILDINGS - ADMINISTRATIVE,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126109500,Reform of Government and Governance - General
90KG DCP FIRE EXTINGUISHER,0.0,0.0,0.0,2277820.0,0.0,0.0,502,0.48693,0.5049,011100300100,Ogun State Boundary Committee,32010206,SECURITY INSTALLATIONS/ EQUIPMENT,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126109600,Reform of Government and Governance - General
WD6TB/CCTV/DVR,0.0,0.0,0.0,1538814.0,0.0,0.0,502,0.4951,0.51307,011100300100,Ogun State Boundary Committee,32010206,SECURITY INSTALLATIONS/ EQUIPMENT,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126109700,Reform of Government and Governance - General
FIRE ALARM SYSTEM 2 ZONE,0.0,0.0,0.0,1743690.0,0.0,0.0,502,0.50408,0.52206,011100300100,Ogun State Boundary Committee,32010206,SECURITY INSTALLATIONS/ EQUIPMENT,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126109800,Reform of Government and Governance - General
SMOKE ALARM/DETECTOR,0.0,0.0,0.0,4753600.0,0.0,0.0,502,0.51225,0.53023,011100300100,Ogun State Boundary Committee,32010206,SECURITY INSTALLATIONS/ EQUIPMENT,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126109900,Reform of Government and Governance - General
PURCHASE OF 2NOS 15kva Maxmech Generator,0.0,0.0,0.0,5280000.0,0.0,0.0,502,0.52124,0.53922,011100300100,Ogun State Boundary Committee,32010304,POWER PLANTS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126110000,Reform of Government and Governance - General
PURCHASE OF 1NO SMK 580WATT Monocrystalline Solar Panel,0.0,0.0,0.0,2694000.0,0.0,0.0,502,0.53023,0.5482,011100300100,Ogun State Boundary Committee,32010306,SOLAR PANELS /CHARGE CONTROLLERS / INVERTERS / BATTERIES,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126110100,Reform of Government and Governance - General
PURCHASE OF 2NOS Delmar 220AH Inverter Battery,0.0,0.0,0.0,2808000.0,0.0,0.0,502,0.5384,0.55637,011100300100,Ogun State Boundary Committee,32010306,SOLAR PANELS /CHARGE CONTROLLERS / INVERTERS / BATTERIES,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126110200,Reform of Government and Governance - General
PURCHASE OF 1NO Enerplaz Mppt Solar Charge Controllers 30amp Mppt,0.0,0.0,0.0,264000.0,0.0,0.0,502,0.54739,0.56536,011100300100,Ogun State Boundary Committee,32010306,SOLAR PANELS /CHARGE CONTROLLERS / INVERTERS / BATTERIES,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126110300,Reform of Government and Governance - General
PURCHASE OF 1NO JAC JS4 2025 Black/SUV,0.0,0.0,0.0,32400000.0,0.0,0.0,502,0.55556,0.57353,011100300100,Ogun State Boundary Committee,32010405,MOTOR VEHICLES,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126110400,Reform of Government and Governance - General
"PURCHASE OF 2NOS HP elitebook-840-g5, Intel-core-i7-32gb-ram1tb-ssdbacklitfp-reader-win",0.0,3788515.0,0.0,3528000.0,0.0,0.0,502,0.56454,0.58252,011100300100,Ogun State Boundary Committee,32010501,COMPUTERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126110500,Reform of Government and Governance - General
PURCHASE OF 2NOS HP Color Laserjet Pro Mfp 3303sdw Printer - 499m6a,0.0,521433.6,0.0,900000.0,0.0,0.0,502,0.57271,0.59069,011100300100,Ogun State Boundary Committee,32010502,PRINTERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126110600,Reform of Government and Governance - General
PURCHASE OF 2NOS HP Color Laserjet 150a Single Printer,0.0,0.0,0.0,552000.0,0.0,0.0,502,0.5817,0.59967,011100300100,Ogun State Boundary Committee,32010502,PRINTERS,70133,OTHER GENERAL SERVICES,62742100,State wide,13100126110700,Reform of Government and Governance - General
