project,amt_2025_approved,amt_2025_revised,amt_2025_perf,amt_2026_proposal,amt_2026_approved,amt_2026_tag_nutrition,amt_2026_tag_covid,amt_2026_tag_justice,amt_2026_tag_climate,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
"Purchase of 15 unites of MF435 Tractors with Ridgers@ N45,000,000.00 each",1040000000.0,0.0,0.0,135000000.0,135000000.0,0.0,0.0,0.0,0.0,204,0.75572,0.77369,021500400100,PLATEAU STATE AGRICULTURAL MECHANIZATION SERVICES COMPANY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010107,PURCHASE OF TRUCKS,70421,AGRICULTURE,13141800,Statewide,05010422001400,Integrated supportive supervision
Rehabilitation of Office Building,250000000.0,0.0,0.0,700000.0,700000.0,0.0,0.0,0.0,0.0,204,0.76225,0.78023,021500400100,PLATEAU STATE AGRICULTURAL MECHANIZATION SERVICES COMPANY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70421,AGRICULTURE,13141800,Statewide,05010422001400,Integrated supportive supervision
"Purchase of 1 NO D9 Trucks, 1 NO PEN LOADER TRUCKS",0.0,0.0,0.0,80000000.0,80000000.0,0.0,0.0,0.0,0.0,204,0.76961,0.78758,021500400100,PLATEAU STATE AGRICULTURAL MECHANIZATION SERVICES COMPANY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010107,PURCHASE OF TRUCKS,70421,AGRICULTURE,13141800,Statewide,01010122001600,"Legal, policy, regulations and standards, guidelines and protocols development and reviews"
"PROCURMENT OF 10NO TABLES, 30 NO CHAIRS",0.0,0.0,0.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0,204,0.77614,0.79412,021500400100,PLATEAU STATE AGRICULTURAL MECHANIZATION SERVICES COMPANY 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70421,AGRICULTURE,13141800,Statewide,01010122001600,"Legal, policy, regulations and standards, guidelines and protocols development and reviews"
Completion of Mulpurpose Hall,150000000.0,0.0,0.0,50000000.0,50000000.0,0.0,0.0,0.0,0.0,204,0.81781,0.83578,021502100100,"COLLEGE OF AGRICULTURE, GARKAWA 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70941,FIRST STAGE OF TERTIARY EDUCATION,13141800,Statewide,05050122000100,Schools’ infrastructure construction and rehabilitation
Procurement of 1No Toyota Camry & 1No. Toyota Hilux,100000000.0,0.0,41700.0,70000000.0,70000000.0,0.0,0.0,0.0,0.0,204,0.82435,0.84232,021502100100,"COLLEGE OF AGRICULTURE, GARKAWA 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010105,PURCHASE OF MOTOR VEHICLES,70941,FIRST STAGE OF TERTIARY EDUCATION,13131200,MIKANG,05010422000100,Integrated supportive supervision
Procurement of 40No. Tables and Chairs,45000000.0,0.0,0.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0,204,0.8317,0.84967,021502100100,"COLLEGE OF AGRICULTURE, GARKAWA 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70941,FIRST STAGE OF TERTIARY EDUCATION,13131200,MIKANG,05030122000100,Inclusive Education
Procurement of 5No. Tables and 30No. Chairs for Soil Science Laboratory,10000000.0,0.0,0.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0,204,0.83824,0.85621,021502100100,"COLLEGE OF AGRICULTURE, GARKAWA 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70941,FIRST STAGE OF TERTIARY EDUCATION,13131200,MIKANG,05060222000100,Research and development
Acquisition of Assorted Animals/Birds for commercial/teaching & research purposes,10000000.0,0.0,0.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,204,0.84559,0.86356,021502100100,"COLLEGE OF AGRICULTURE, GARKAWA 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010124,PURCHASE OF TEACHING / LEARNING AID EQUIPMENT,70941,FIRST STAGE OF TERTIARY EDUCATION,13131200,MIKANG,05060222000200,Research and development
"Procurement of 2,000No. Library Books",45000000.0,0.0,0.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,204,0.85212,0.8701,021502100100,"COLLEGE OF AGRICULTURE, GARKAWA 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010125,PURCHASE OF LIBRARY BOOKS & EQUIPMENT,70941,FIRST STAGE OF TERTIARY EDUCATION,13131200,MIKANG,05040122000100,All levels of education quality assurance
Procurement of Science & Lab. Equipment of chemicals/livestock Equip./Farm Machine sundry science Equip. and Reagents,10000000.0,0.0,0.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0,204,0.85866,0.87663,021502100100,"COLLEGE OF AGRICULTURE, GARKAWA 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70941,FIRST STAGE OF TERTIARY EDUCATION,13131200,MIKANG,05060222000300,Research and development
"Building and Equiping of 1 No wooden workshop, 1 No Metal workshop in Garkawa",10000000.0,0.0,0.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0,204,0.86601,0.88399,021502100100,"COLLEGE OF AGRICULTURE, GARKAWA 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020113,CONSTRUCTION / PROVISION OF AGRICULTURAL FACILITIES,70941,FIRST STAGE OF TERTIARY EDUCATION,13131200,MIKANG,05040122000200,All levels of education quality assurance
Building of 1 No food Laboratory in Garkawa.,10000000.0,0.0,0.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0,204,0.87255,0.89052,021502100100,"COLLEGE OF AGRICULTURE, GARKAWA 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020113,CONSTRUCTION / PROVISION OF AGRICULTURAL FACILITIES,70941,FIRST STAGE OF TERTIARY EDUCATION,13131200,MIKANG,05010122000100,"Legal, policy, regulations and standards, guidelines and protocols development and reviews"
"Construction of 1 No 50,000 meter square Livestock comlex",15000000.0,0.0,0.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,204,0.8799,0.89788,021502100100,"COLLEGE OF AGRICULTURE, GARKAWA 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020113,CONSTRUCTION / PROVISION OF AGRICULTURAL FACILITIES,70941,FIRST STAGE OF TERTIARY EDUCATION,13131200,MIKANG,05060222000400,Research and development
Renovation of Hostel Block (Girls Hostel),55000000.0,0.0,0.0,55000000.0,55000000.0,0.0,0.0,0.0,0.0,204,0.88644,0.90441,021502100100,"COLLEGE OF AGRICULTURE, GARKAWA 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23030101,REHABILITATION / REPAIRS OF RESIDENTIAL BUILDING,70941,FIRST STAGE OF TERTIARY EDUCATION,13131200,MIKANG,05050122000200,Schools’ infrastructure construction and rehabilitation
"Renovation of Staff Quarters, Offices & Classes",110000000.0,0.0,0.0,30000000.0,30000000.0,0.0,0.0,0.0,0.0,204,0.89297,0.91095,021502100100,"COLLEGE OF AGRICULTURE, GARKAWA 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70941,FIRST STAGE OF TERTIARY EDUCATION,13131200,MIKANG,05050222000100,Furnishing
Procurement of Agricultural Equipment/Inputs (3No. Tracators ),370000000.0,0.0,250000000.0,50000000.0,50000000.0,0.0,0.0,0.0,0.0,204,0.90033,0.9183,021502100100,"COLLEGE OF AGRICULTURE, GARKAWA 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70941,FIRST STAGE OF TERTIARY EDUCATION,13131200,MIKANG,05010422000100,Integrated supportive supervision
Building of College Main Gate/Gate House and Perimeter Fencing (Phase 1),645000000.0,0.0,0.0,250000000.0,250000000.0,0.0,0.0,0.0,0.0,205,0.08987,0.10784,021502100100,"COLLEGE OF AGRICULTURE, GARKAWA 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020128,OTHER CONSTRUCTION,70941,FIRST STAGE OF TERTIARY EDUCATION,13131200,MIKANG,05050222000200,Furnishing
Construction of Microbiology Laboratory,0.0,0.0,0.0,59000000.0,59000000.0,0.0,0.0,0.0,0.0,205,0.09641,0.11438,021502100100,"COLLEGE OF AGRICULTURE, GARKAWA 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70941,FIRST STAGE OF TERTIARY EDUCATION,13131200,MIKANG,05010122000100,"Legal, policy, regulations and standards, guidelines and protocols development and reviews"
Construction of Animal Nutrition Laboratory,0.0,0.0,0.0,59000000.0,59000000.0,0.0,0.0,0.0,0.0,205,0.10376,0.12173,021502100100,"COLLEGE OF AGRICULTURE, GARKAWA 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70941,FIRST STAGE OF TERTIARY EDUCATION,13131200,MIKANG,05010122000100,"Legal, policy, regulations and standards, guidelines and protocols development and reviews"
construction of Parasitology Laboratory,0.0,0.0,0.0,59000000.0,59000000.0,0.0,0.0,0.0,0.0,205,0.11029,0.12827,021502100100,"COLLEGE OF AGRICULTURE, GARKAWA 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70941,FIRST STAGE OF TERTIARY EDUCATION,13131200,MIKANG,05010122000100,"Legal, policy, regulations and standards, guidelines and protocols development and reviews"
Procurement of 2No. Hilux Van,140000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,0.15196,0.16993,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010105,PURCHASE OF MOTOR VEHICLES,70421,AGRICULTURE,13141800,Statewide,01010222001000,Agriculture sector coordination mechanisms
Procurement of 2000No. Power Shovel Machines for Potator Processing (AFDB),40000000.0,0.0,0.0,40000000.0,40000000.0,0.0,0.0,0.0,0.0,205,0.1585,0.17647,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23050114,SUPPORT ON PROGRAM IMPLEMENTATION,70421,AGRICULTURE,13141800,Statewide,01030122000300,Crop value chains and food systems promotion (food and cash crops of state’s comparative advantage)
Procurement of 2000No. Scraper Machines for Expansion of Root and Tuber,106250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,0.16503,0.18301,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70421,AGRICULTURE,13141800,Statewide,01060122000400,Forest regeneration and conservation
Procurement of 2000No. Strencher Mahines by the Federal Govt. to Plateau State for Food Security,106000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,0.17239,0.19036,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70421,AGRICULTURE,13141800,Statewide,01010222001100,Agriculture sector coordination mechanisms
Procurement of 50No. Tractors (PADP Sustainability),1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,0.17892,0.1969,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010107,PURCHASE OF TRUCKS,70421,AGRICULTURE,13141800,Statewide,01010122001700,"Legal, policy, regulations and standards, guidelines and protocols development and reviews"
Procurement of 2000No. Auger Machines for the Promotion of Coffee Production,25000000.0,0.0,0.0,15000000.0,10879827.17,0.0,0.0,0.0,0.0,205,0.18627,0.20425,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70421,AGRICULTURE,13141800,Statewide,01030122000400,Crop value chains and food systems promotion (food and cash crops of state’s comparative advantage)
Procurement of 20No. Massey Ferguson Tractors for Rural Transformation,1000000000.0,0.0,0.0,300000000.0,300000000.0,0.0,0.0,0.0,0.0,205,0.19281,0.21078,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70421,AGRICULTURE,13141800,Statewide,01100122000700,Agriculture Programme Not Elsewhere Classified
Procurement of 50No. Water Pumps for Irregation Farming in Jos North (Global 2000),25000000.0,0.0,0.0,25000000.0,25000000.0,0.0,0.0,0.0,0.0,205,0.19935,0.21732,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70421,AGRICULTURE,13110500,JOS NORTH,01100122000800,Agriculture Programme Not Elsewhere Classified
"Constructions of 300 capacity vegetable market in Bukuru, building of 2000 meter square drainages in each of the 17 LGA market (RAAMP Project)",500000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,0.2067,0.22467,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23020124,CONSTRUCTION OF MARKETS/PARKS,70421,AGRICULTURE,13141800,Statewide,01100122000900,Agriculture Programme Not Elsewhere Classified
"Procurement of 40,000No. knapsack sprayers for distribution in the 17 LGAs (DLI i Fadama CARES Program)",496011356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,0.21324,0.23121,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70421,AGRICULTURE,13141800,Statewide,01030322000400,"Farm inputs supply and service delivery system (improved seeds, fertilizer, agro-chemicals etc.)"
"Procurement of 2,400No. knapsack sprayers for distribution in Jos North LGA (DLI i Fadama CARES Program)",0.0,0.0,0.0,28027650.0,28027650.0,0.0,0.0,0.0,0.0,205,0.22059,0.23856,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70421,AGRICULTURE,13110100,BARKIN LADI,01030322000400,"Farm inputs supply and service delivery system (improved seeds, fertilizer, agro-chemicals etc.)"
"Procurement of 2,400No. knapsack sprayers for distribution in Barkin Ladi LGA (DLI i Fadama CARES Program)",0.0,0.0,0.0,28027650.0,28027650.0,0.0,0.0,0.0,0.0,205,0.22712,0.2451,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70421,AGRICULTURE,13110100,BARKIN LADI,01030322000400,"Farm inputs supply and service delivery system (improved seeds, fertilizer, agro-chemicals etc.)"
"Procurement of 2,400No. knapsack sprayers for distribution in Jos East LGA (DLI i Fadama CARES Program)",0.0,0.0,0.0,28027650.0,28027650.0,0.0,0.0,0.0,0.0,205,0.23366,0.25163,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70421,AGRICULTURE,13110400,JOS EAST,01030322000400,"Farm inputs supply and service delivery system (improved seeds, fertilizer, agro-chemicals etc.)"
"Procurement of 2,400No. knapsack sprayers for distribution in Jos South LGA (DLI i Fadama CARES Program)",0.0,0.0,0.0,28027650.0,28027650.0,0.0,0.0,0.0,0.0,205,0.24101,0.25899,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70421,AGRICULTURE,13110600,JOS SOUTH,01030322000400,"Farm inputs supply and service delivery system (improved seeds, fertilizer, agro-chemicals etc.)"
"Procurement of 2,400No. knapsack sprayers for distribution in Riyom LGA (DLI i Fadama CARES Program)",0.0,0.0,0.0,28027650.0,28027650.0,0.0,0.0,0.0,0.0,205,0.24755,0.26552,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70421,AGRICULTURE,13111500,RIYOM,01030322000400,"Farm inputs supply and service delivery system (improved seeds, fertilizer, agro-chemicals etc.)"
"Procurement of 2,400No. knapsack sprayers for distribution in Bokkos LGA (DLI i Fadama CARES Program)",0.0,0.0,0.0,28027650.0,28027650.0,0.0,0.0,0.0,0.0,205,0.2549,0.27288,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70421,AGRICULTURE,13120300,BOKKOS,01030322000400,"Farm inputs supply and service delivery system (improved seeds, fertilizer, agro-chemicals etc.)"
"Procurement of 2,400No. knapsack sprayers for distribution in Kanam LGA (DLI i Fadama CARES Program)",0.0,0.0,0.0,28027650.0,28027650.0,0.0,0.0,0.0,0.0,205,0.26144,0.27941,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70421,AGRICULTURE,13120700,KANAM,01030322000400,"Farm inputs supply and service delivery system (improved seeds, fertilizer, agro-chemicals etc.)"
"Procurement of 2,400No. knapsack sprayers for distribution in Kanke LGA (DLI i Fadama CARES Program)",0.0,0.0,0.0,28027650.0,28027650.0,0.0,0.0,0.0,0.0,205,0.26797,0.28595,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70421,AGRICULTURE,13120800,KANKE,01030322000400,"Farm inputs supply and service delivery system (improved seeds, fertilizer, agro-chemicals etc.)"
"Procurement of 2,400No. knapsack sprayers for distribution in Mangu LGA (DLI i Fadama CARES Program)",0.0,0.0,0.0,28027650.0,28027650.0,0.0,0.0,0.0,0.0,205,0.27533,0.2933,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70421,AGRICULTURE,13121100,MANGU,01030322000400,"Farm inputs supply and service delivery system (improved seeds, fertilizer, agro-chemicals etc.)"
"Procurement of 2,400No. knapsack sprayers for distribution in Pankshin LGA (DLI i Fadama CARES Program)",0.0,0.0,0.0,28027650.0,28027650.0,0.0,0.0,0.0,0.0,205,0.28186,0.29984,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70421,AGRICULTURE,13121300,PANKSHIN,01030322000400,"Farm inputs supply and service delivery system (improved seeds, fertilizer, agro-chemicals etc.)"
"Procurement of 2,400No. knapsack sprayers for distribution in Lagtang North LGA (DLI i Fadama CARES Program)",0.0,0.0,0.0,28027650.0,28027650.0,0.0,0.0,0.0,0.0,205,0.28922,0.30719,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70421,AGRICULTURE,13130900,LANGTANG NORTH,01030322000400,"Farm inputs supply and service delivery system (improved seeds, fertilizer, agro-chemicals etc.)"
"Procurement of 2,400No. knapsack sprayers for distribution in Langtang South LGA (DLI i Fadama CARES Program)",0.0,0.0,0.0,28027650.0,28027650.0,0.0,0.0,0.0,0.0,205,0.29575,0.31373,021502200100,PLATEAU STATE AGRICULTURAL DEVELOPMENT PROGRAMME 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE,23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70421,AGRICULTURE,13131000,LANGTANG SOUTH,01030322000400,"Farm inputs supply and service delivery system (improved seeds, fertilizer, agro-chemicals etc.)"
